RotorSpeed,GeneratorSpeed,GeneratorTemperature,WindSpeed,PowerOutput
58.4,704.0,32.0,4.0,4.78
41.6,518.0,20.5,2.6,1.54
65.1,773.0,38.8,5.2,6.72
45.2,550.0,23.4,2.6,1.94
58.6,711.0,39.2,4.0,5.1
63.8,755.0,40.5,4.7,6.34
40.2,500.0,26.7,2.3,1.33
49.5,598.0,27.0,3.1,2.74
45.0,539.0,40.6,3.2,1.81
63.4,757.0,43.5,4.0,6.42
60.4,720.0,32.3,4.1,5.33
56.2,671.0,45.6,4.0,4.12
38.7,478.0,26.8,2.2,1.12
45.5,524.0,33.3,2.8,1.6
52.7,646.0,28.0,3.2,3.58
38.8,487.0,22.2,2.1,1.26
50.8,622.0,32.9,3.1,3.12
58.0,661.0,40.9,3.3,3.82
44.1,531.0,22.3,2.6,1.67
44.5,542.0,36.2,2.8,1.83
34.7,437.0,21.5,2.2,0.76
64.9,766.0,38.2,4.2,6.74
40.1,494.0,17.1,2.1,1.3
52.1,604.0,33.5,4.8,2.74
64.4,752.0,31.9,4.7,6.23
65.5,767.0,38.4,4.6,6.66
38.9,469.0,18.7,2.6,0.99
45.8,565.0,20.4,2.7,2.16
60.2,718.0,44.6,4.3,5.25
61.5,734.0,35.4,4.2,5.83
66.9,778.0,39.1,4.6,6.75
43.2,535.0,39.2,2.7,1.75
43.8,542.0,18.2,2.5,1.87
60.9,700.0,36.4,4.1,4.71
38.7,479.0,21.2,2.3,1.16
62.1,731.0,38.4,4.4,5.59
41.9,516.0,25.9,2.7,1.51
51.2,618.0,20.8,3.1,3.01
58.0,680.0,32.8,3.9,4.28
39.9,485.0,16.6,2.5,1.16
41.0,511.0,26.7,2.2,1.46
47.8,578.0,26.8,3.4,2.35
52.0,618.0,40.6,3.6,3.02
55.2,670.0,31.9,3.6,4.15
64.5,739.0,37.5,4.7,5.74
57.2,687.0,34.1,3.8,4.41
39.2,485.0,25.9,2.2,1.2
39.8,492.0,20.0,2.1,1.29
64.1,762.0,34.5,4.4,6.5
53.4,652.0,40.1,3.6,3.69
56.5,678.0,26.7,3.6,4.3
59.6,714.0,31.4,3.9,5.2
66.7,780.0,43.0,4.9,6.8
40.4,502.0,20.5,2.5,1.38
39.1,486.0,23.9,2.1,1.25
56.4,650.0,36.3,4.5,3.64
50.0,601.0,26.6,3.7,2.66
62.6,747.0,41.2,4.9,6.11
37.2,465.0,20.4,2.1,1.0
61.5,739.0,36.5,4.1,5.92
38.9,481.0,26.7,2.4,1.15
43.3,532.0,32.0,3.2,1.73
62.5,752.0,34.9,4.3,6.42
37.2,467.0,20.5,2.1,1.05
45.8,558.0,19.5,2.6,2.07
40.3,504.0,16.9,2.1,1.4
44.6,547.0,26.6,2.5,1.89
53.0,639.0,30.2,3.1,3.42
40.6,490.0,21.3,2.7,1.27
38.7,489.0,26.1,2.5,1.22
46.4,572.0,18.7,2.8,2.28
42.4,526.0,32.1,2.4,1.64
39.7,493.0,20.6,2.4,1.29
49.1,600.0,32.8,3.1,2.7
46.0,569.0,25.5,2.6,2.23
41.3,513.0,20.5,2.2,1.5
43.6,537.0,16.2,2.5,1.76
51.3,629.0,37.8,3.0,3.19
52.7,624.0,26.7,3.6,3.16
64.8,766.0,40.6,4.2,6.62
40.7,505.0,23.8,2.5,1.44
40.4,496.0,21.1,2.6,1.31
38.6,478.0,15.7,2.3,1.1
44.8,549.0,23.0,2.6,1.95
44.6,546.0,18.4,2.5,1.91
48.0,580.0,42.3,3.3,2.4
54.2,651.0,36.0,3.4,3.68
39.9,489.0,20.5,2.4,1.25
44.1,537.0,25.9,2.6,1.8
37.0,468.0,37.3,2.2,1.12
42.3,528.0,32.7,2.5,1.64
40.3,496.0,26.8,2.2,1.27
37.0,461.0,23.1,2.2,0.95
35.5,430.0,34.3,2.8,0.74
39.4,476.0,26.1,2.3,1.13
52.4,633.0,19.8,3.0,3.34
34.0,422.0,19.8,2.1,0.65
40.6,499.0,16.9,2.3,1.37
41.3,513.0,16.9,2.3,1.51
43.1,533.0,37.3,2.5,1.73
47.2,563.0,23.2,3.2,2.1
47.9,592.0,28.4,3.0,2.6
65.6,776.0,42.4,5.0,6.77
54.9,662.0,34.8,3.3,3.96
42.3,526.0,26.8,2.5,1.62
36.6,457.0,22.4,2.2,0.94
57.2,674.0,33.7,3.5,4.13
52.1,630.0,38.9,4.2,3.28
37.9,471.0,18.8,2.1,1.06
51.5,631.0,35.4,3.1,3.28
41.9,512.0,26.7,2.5,1.46
34.8,444.0,35.0,2.1,0.83
45.7,557.0,29.4,2.7,2.09
41.7,525.0,22.3,2.2,1.66
42.0,515.0,29.1,2.4,1.52
43.0,528.0,17.0,2.5,1.66
45.7,562.0,22.3,2.7,2.14
65.4,771.0,40.5,5.3,6.8
59.0,709.0,39.5,3.5,5.06
41.6,519.0,18.7,2.3,1.58
38.3,483.0,22.2,2.1,1.21
57.3,690.0,33.9,3.6,4.5
57.4,686.0,28.6,3.7,4.41
51.8,628.0,21.9,3.4,3.24
40.7,502.0,18.7,2.3,1.38
65.4,770.0,36.7,4.5,6.78
39.7,482.0,15.6,2.2,1.18
58.7,711.0,36.5,3.9,5.07
52.6,642.0,19.8,2.9,3.5
41.4,503.0,24.7,2.5,1.36
57.4,669.0,22.4,3.9,4.11
32.0,401.0,18.9,2.1,0.56
38.4,465.0,37.2,2.8,1.02
40.8,493.0,15.9,2.3,1.23
36.7,453.0,24.1,2.2,0.91
53.0,643.0,26.0,3.1,3.49
35.2,424.0,16.6,2.4,0.66
38.2,478.0,20.5,2.2,1.18
61.1,720.0,34.6,4.2,5.4
43.4,540.0,24.3,2.5,1.84
62.0,727.0,36.0,4.1,5.52
52.8,646.0,36.4,3.1,3.6
49.0,578.0,41.9,3.7,2.35
64.3,753.0,41.3,4.3,6.3
39.4,484.0,19.1,2.1,1.17
56.0,670.0,27.0,3.5,4.21
62.1,740.0,33.7,3.7,5.95
59.6,711.0,25.0,4.2,5.05
36.1,448.0,21.4,2.3,0.84
63.4,750.0,32.0,4.2,6.16
42.5,520.0,29.0,2.5,1.61
56.4,681.0,43.2,3.9,4.32
49.1,602.0,27.2,2.8,2.75
39.3,482.0,20.5,2.3,1.15
36.2,451.0,23.2,2.2,0.89
38.3,474.0,20.2,2.1,1.12
39.1,483.0,16.8,2.1,1.22
59.4,713.0,43.1,4.6,5.13
48.7,598.0,29.4,3.0,2.71
44.8,552.0,20.4,2.5,2.0
35.2,438.0,18.7,2.1,0.75
37.3,458.0,20.5,2.3,0.95
45.2,554.0,32.9,2.6,2.02
43.1,532.0,22.3,2.6,1.74
66.4,767.0,35.3,4.5,6.53
47.1,576.0,34.4,2.9,2.36
36.8,460.0,19.7,2.2,0.99
53.6,644.0,34.7,3.4,3.57
35.8,448.0,15.2,2.1,0.89
45.9,555.0,19.4,2.6,2.04
36.7,458.0,31.1,2.2,0.97
64.0,754.0,22.1,4.1,6.34
42.6,515.0,21.4,2.6,1.46
66.5,780.0,33.6,4.6,6.84
63.6,753.0,33.6,4.2,6.25
39.1,481.0,20.5,2.2,1.16
42.3,525.0,16.9,2.7,1.65
43.0,517.0,38.7,3.0,1.53
55.0,652.0,22.4,4.0,3.7
64.2,755.0,35.4,4.0,6.3
43.9,541.0,29.7,2.7,1.82
39.2,476.0,16.6,2.4,1.1
43.2,528.0,32.7,3.1,1.61
65.5,778.0,37.4,4.7,6.79
41.5,523.0,34.1,3.2,1.66
38.0,473.0,20.5,2.2,1.12
65.2,775.0,44.9,6.1,6.76
62.0,739.0,44.8,3.8,5.87
62.5,744.0,42.3,4.3,5.95
60.7,712.0,37.4,4.8,5.13
43.5,541.0,29.7,2.4,1.85
41.7,512.0,20.6,2.5,1.49
44.0,535.0,29.6,3.3,1.78
54.5,665.0,38.4,3.3,3.99
42.3,508.0,28.9,2.3,1.45
65.6,764.0,34.9,4.6,6.62
35.8,442.0,22.1,2.4,0.81
41.6,509.0,16.3,2.4,1.48
41.8,517.0,22.4,2.3,1.52
51.1,614.0,26.1,3.1,2.92
37.4,461.0,20.5,2.1,0.95
37.5,461.0,21.2,2.3,0.97
39.6,490.0,26.7,2.3,1.25
39.3,486.0,25.9,2.3,1.21
66.2,775.0,38.9,6.2,6.76
46.1,571.0,27.5,2.9,2.3
60.3,701.0,27.6,4.8,4.86
46.6,563.0,19.6,3.0,2.16
47.8,578.0,27.2,2.8,2.35
45.9,578.0,42.2,2.6,2.4
48.3,587.0,21.4,2.8,2.55
42.4,534.0,32.0,2.5,1.76
51.0,623.0,38.1,3.3,3.14
42.2,521.0,17.0,2.4,1.62
40.2,496.0,16.9,2.3,1.34
39.5,492.0,19.7,2.5,1.28
44.5,558.0,38.9,2.4,2.13
34.2,423.0,20.4,2.2,0.68
49.9,591.0,29.5,3.0,2.57
46.5,575.0,25.9,3.6,2.34
53.9,646.0,32.8,3.3,3.56
56.0,664.0,28.6,3.5,3.94
48.1,592.0,22.3,2.8,2.58
51.6,620.0,20.6,3.1,3.12
50.5,626.0,23.2,2.9,3.22
46.7,569.0,26.7,2.8,2.19
52.7,637.0,28.4,3.2,3.43
34.1,429.0,17.8,2.1,0.72
37.3,458.0,16.8,2.2,0.96
42.8,534.0,18.7,2.4,1.74
37.6,459.0,25.0,2.5,0.95
54.3,645.0,27.0,3.8,3.53
38.6,482.0,22.6,2.1,1.15
40.0,505.0,20.0,2.5,1.44
42.5,521.0,26.6,2.5,1.6
59.4,699.0,41.5,4.1,4.79
35.8,466.0,36.6,4.5,1.06
65.2,769.0,40.2,5.3,6.73
35.2,435.0,21.4,2.1,0.77
35.3,447.0,23.2,2.2,0.88
32.9,410.0,19.0,2.1,0.6
42.4,515.0,18.7,2.3,1.54
49.8,608.0,40.5,3.4,2.86
48.3,598.0,39.5,2.9,2.67
41.0,511.0,19.3,2.3,1.51
60.7,694.0,40.8,3.9,4.62
38.3,472.0,19.7,2.4,1.09
39.7,487.0,19.7,2.4,1.19
66.3,778.0,33.8,4.2,6.81
47.1,560.0,30.4,3.4,2.09
35.1,444.0,41.0,2.1,0.85
42.4,518.0,26.0,2.6,1.53
51.8,613.0,25.8,3.8,2.95
50.0,607.0,26.1,3.0,2.86
43.3,535.0,31.6,2.3,1.75
65.1,771.0,39.8,5.0,6.77
46.9,567.0,26.5,2.8,2.17
47.1,572.0,20.6,3.3,2.28
54.8,656.0,42.3,3.6,3.76
41.5,521.0,30.3,2.4,1.59
52.7,642.0,26.8,3.5,3.48
37.2,464.0,17.0,2.2,1.05
60.7,704.0,26.0,4.4,4.9
55.2,661.0,31.2,5.4,3.94
41.5,513.0,26.0,2.8,1.5
49.4,588.0,20.1,3.0,2.48
45.3,560.0,22.3,2.7,2.09
44.6,546.0,18.4,2.5,1.93
65.9,771.0,42.3,5.6,6.75
40.4,492.0,16.4,2.3,1.29
51.0,600.0,41.7,4.3,2.64
40.2,492.0,20.5,2.4,1.26
46.4,565.0,20.3,2.6,2.18
62.3,734.0,34.8,3.9,5.79
55.2,656.0,24.0,4.0,3.82
64.4,765.0,31.1,4.8,6.56
43.2,515.0,23.2,2.5,1.55
37.3,462.0,19.7,2.1,1.01
56.3,666.0,32.0,3.9,3.95
57.3,678.0,33.7,3.5,4.27
46.4,555.0,27.5,3.1,1.98
51.5,620.0,35.0,3.7,3.1
62.0,745.0,40.9,4.1,6.09
36.5,461.0,40.6,2.3,0.97
54.7,658.0,41.2,3.6,3.82
37.3,462.0,22.4,2.1,1.01
46.3,565.0,33.0,3.5,2.12
60.6,716.0,35.4,4.5,5.2
49.1,600.0,32.0,3.1,2.72
41.2,507.0,20.5,2.4,1.4
60.6,724.0,31.0,3.9,5.5
64.9,769.0,39.9,5.2,6.7
37.0,461.0,22.3,2.2,0.92
43.3,529.0,40.5,2.9,1.68
39.7,493.0,18.3,2.1,1.24
42.3,503.0,27.5,3.7,1.32
53.5,628.0,36.1,4.1,3.16
49.7,581.0,28.6,3.8,2.35
46.7,570.0,38.8,3.5,2.25
43.5,552.0,31.2,2.5,1.99
54.8,671.0,45.7,3.6,4.14
48.7,611.0,34.6,3.3,2.95
35.0,439.0,24.1,2.2,0.78
43.1,521.0,17.8,2.8,1.55
37.3,468.0,18.1,2.3,1.07
45.4,554.0,30.3,3.4,1.94
42.0,520.0,26.4,2.6,1.59
48.7,586.0,19.7,2.9,2.49
66.0,772.0,35.3,5.0,6.7
56.6,681.0,40.7,3.6,4.27
46.8,577.0,32.8,3.8,2.33
43.2,534.0,26.7,2.6,1.73
64.3,760.0,27.0,4.8,6.44
38.1,478.0,20.4,2.3,1.13
58.9,712.0,38.9,4.2,5.11
44.0,544.0,19.5,2.3,1.9
56.9,666.0,37.2,3.9,3.92
40.8,503.0,25.5,2.7,1.4
47.3,569.0,30.3,3.1,2.18
55.9,675.0,32.7,3.5,4.33
55.1,669.0,36.3,3.8,4.1
66.1,754.0,32.0,4.6,6.21
46.1,567.0,26.9,2.6,2.2
43.3,529.0,30.3,2.5,1.7
57.4,686.0,40.7,3.7,4.42
37.7,468.0,19.7,2.3,1.0
55.5,665.0,38.1,3.5,3.9
36.4,451.0,23.2,2.2,0.89
65.1,775.0,41.9,6.1,6.75
33.9,420.0,18.9,2.4,0.68
44.3,544.0,28.7,2.6,1.86
42.9,511.0,17.0,3.0,1.44
40.2,497.0,21.5,2.5,1.31
48.3,581.0,26.9,3.2,2.4
62.4,734.0,33.0,4.0,5.7
36.4,459.0,16.8,2.1,0.98
64.2,740.0,32.7,4.5,5.92
62.1,738.0,32.0,4.1,5.8
65.9,771.0,34.5,4.3,6.76
56.1,670.0,27.6,3.5,4.08
62.3,754.0,38.2,3.9,6.3
42.7,527.0,22.3,2.6,1.69
37.6,463.0,26.7,2.1,0.98
59.8,702.0,37.7,4.3,4.83
58.5,699.0,39.0,4.0,4.88
63.4,761.0,43.2,4.2,6.58
38.2,475.0,25.7,2.1,1.12
55.2,662.0,31.9,3.4,3.87
61.3,727.0,40.5,4.0,5.58
44.3,529.0,33.9,2.8,1.71
38.5,479.0,26.1,2.1,1.15
56.1,675.0,39.2,3.5,4.22
41.0,509.0,26.7,2.4,1.43
43.4,536.0,26.5,2.6,1.74
38.4,474.0,26.7,2.2,1.1
39.9,483.0,35.5,2.7,1.17
38.6,468.0,16.8,2.3,1.07
36.9,464.0,20.5,2.1,1.04
60.2,714.0,31.2,3.9,5.11
65.0,771.0,43.2,5.2,6.73
42.0,517.0,26.8,2.6,1.53
35.0,432.0,18.3,2.2,0.75
45.6,562.0,19.9,2.7,2.14
40.1,472.0,26.8,2.3,1.07
39.8,493.0,21.3,2.4,1.26
57.3,693.0,38.2,3.6,4.67
38.8,481.0,18.7,2.2,1.16
38.3,475.0,19.2,2.1,1.13
39.1,484.0,26.2,2.2,1.18
65.2,770.0,39.5,5.6,6.72
35.6,442.0,24.1,2.2,0.82
47.0,570.0,32.0,3.0,2.25
66.2,779.0,34.6,4.7,6.82
65.9,759.0,36.7,4.5,6.36
57.4,707.0,33.4,3.1,5.02
38.0,467.0,19.2,2.1,1.04
52.0,632.0,32.9,3.2,3.3
39.8,500.0,26.0,2.5,1.36
57.3,691.0,25.0,3.7,4.61
46.1,559.0,24.1,3.1,2.08
47.9,585.0,26.7,3.1,2.53
58.3,700.0,26.6,3.6,4.83
41.9,512.0,27.2,2.7,1.47
50.5,601.0,31.5,3.1,2.72
48.1,584.0,26.7,3.1,2.47
37.9,465.0,15.5,2.3,1.03
65.3,763.0,34.5,4.8,6.61
42.8,525.0,30.3,2.6,1.62
38.2,470.0,18.0,2.2,1.05
53.4,654.0,35.5,3.4,3.77
47.7,598.0,38.0,2.9,2.71
62.7,735.0,40.6,4.4,5.74
38.6,482.0,27.6,2.3,1.17
54.0,654.0,39.6,3.4,3.72
43.4,535.0,29.2,2.4,1.81
47.7,593.0,32.7,2.7,2.6
44.2,552.0,36.4,2.9,2.0
58.9,693.0,34.5,3.6,4.63
44.1,543.0,26.4,2.6,1.82
63.8,755.0,35.4,4.0,6.33
43.7,521.0,33.0,3.3,1.54
63.3,760.0,44.8,4.3,6.53
41.9,517.0,31.4,2.5,1.55
58.6,689.0,37.9,3.5,4.42
38.5,475.0,24.2,2.4,1.12
35.3,441.0,20.5,2.2,0.79
52.9,636.0,20.3,3.1,3.38
64.0,759.0,41.2,5.1,6.49
53.1,631.0,43.7,3.8,3.28
63.6,755.0,35.5,4.2,6.46
42.6,525.0,30.1,2.9,1.66
66.0,781.0,34.7,4.5,6.8
42.1,519.0,17.0,2.2,1.61
65.0,776.0,35.8,4.6,6.73
37.4,458.0,23.2,2.1,0.91
44.1,545.0,20.1,2.4,1.9
55.7,661.0,34.5,3.3,3.91
50.2,611.0,34.9,3.3,2.91
38.0,475.0,23.0,2.2,1.09
65.2,768.0,43.5,5.2,6.72
40.5,494.0,30.9,3.5,1.28
53.2,639.0,41.4,3.5,3.37
57.5,677.0,33.7,4.1,4.12
40.6,499.0,21.5,2.5,1.33
33.8,424.0,21.4,2.1,0.65
63.6,754.0,36.7,4.2,6.28
56.6,675.0,38.2,3.7,4.16
67.0,777.0,43.1,4.7,6.78
40.8,500.0,31.0,2.6,1.36
60.3,722.0,34.6,4.6,5.32
43.1,531.0,25.7,2.8,1.71
42.4,520.0,16.9,2.4,1.57
40.9,509.0,16.8,2.2,1.48
38.1,476.0,26.7,2.1,1.12
40.1,484.0,31.2,2.6,1.17
48.7,594.0,38.0,2.9,2.63
61.1,722.0,40.5,4.1,5.37
46.2,546.0,29.4,3.1,1.91
42.2,519.0,26.1,2.7,1.61
40.0,493.0,26.7,2.8,1.29
44.7,552.0,18.7,2.4,2.02
37.6,468.0,26.5,2.3,1.05
44.1,537.0,26.8,3.0,1.78
38.8,482.0,16.7,2.5,1.16
63.5,749.0,35.5,5.0,6.21
42.3,533.0,42.4,2.8,1.75
36.8,460.0,20.5,2.1,0.96
36.5,454.0,19.4,2.1,0.93
42.0,515.0,17.9,2.4,1.51
42.5,522.0,18.6,2.4,1.61
38.4,473.0,22.4,2.2,1.07
43.8,542.0,37.3,3.1,1.86
62.4,737.0,30.7,4.5,5.84
49.2,588.0,37.2,3.6,2.49
35.7,445.0,21.5,2.2,0.84
37.2,463.0,16.1,2.2,1.01
41.8,509.0,19.6,2.5,1.43
52.2,633.0,37.9,3.7,3.29
47.1,570.0,29.4,3.0,2.19
45.7,552.0,20.2,2.8,2.01
39.3,484.0,16.9,2.2,1.23
63.6,723.0,40.8,5.2,5.34
40.7,502.0,30.5,2.4,1.36
35.3,440.0,15.3,2.1,0.84
41.5,510.0,16.8,2.3,1.49
63.8,752.0,33.8,4.1,6.27
47.7,588.0,27.6,2.9,2.52
51.7,640.0,27.2,3.0,3.48
42.8,528.0,25.9,2.5,1.64
54.7,666.0,41.3,3.4,4.04
40.0,500.0,20.5,2.3,1.37
46.0,562.0,21.7,3.1,2.13
53.6,644.0,26.1,4.2,3.54
44.6,544.0,26.8,2.5,1.89
44.8,546.0,18.0,2.6,1.9
32.1,397.0,19.8,2.1,0.5
43.4,530.0,21.3,2.5,1.67
55.6,665.0,34.5,3.6,3.96
43.3,532.0,26.7,2.8,1.69
55.8,675.0,32.7,3.8,4.23
38.3,469.0,26.8,2.3,1.07
37.3,459.0,32.7,2.3,0.94
34.7,432.0,19.6,2.1,0.74
37.2,463.0,33.7,3.2,0.97
37.9,471.0,20.5,2.4,1.09
46.4,545.0,21.7,2.6,1.92
39.6,487.0,16.9,2.4,1.23
58.3,694.0,34.7,3.6,4.69
42.2,519.0,16.1,2.2,1.61
42.8,519.0,22.3,2.5,1.55
37.5,465.0,22.3,2.2,1.0
47.3,584.0,26.1,3.3,2.45
37.1,458.0,31.2,2.3,0.93
48.8,594.0,28.9,2.8,2.6
48.9,592.0,27.0,3.1,2.65
50.0,600.0,35.5,3.5,2.75
46.7,577.0,33.7,2.7,2.33
37.6,467.0,16.3,2.1,1.08
54.2,656.0,32.8,3.4,3.76
51.4,615.0,34.5,3.0,2.92
42.9,523.0,26.8,2.9,1.58
38.4,471.0,32.7,2.5,1.05
43.7,547.0,31.7,2.9,1.89
41.2,509.0,25.9,2.3,1.45
62.2,746.0,41.5,4.3,6.11
61.2,738.0,40.8,3.8,5.94
41.0,506.0,26.0,2.5,1.42
55.5,671.0,39.1,3.5,4.09
36.2,450.0,19.5,2.1,0.9
40.0,496.0,26.7,2.3,1.33
42.2,523.0,26.7,2.4,1.6
40.2,504.0,19.6,2.2,1.4
53.2,656.0,38.0,3.6,3.73
43.1,532.0,23.1,2.7,1.74
52.4,632.0,34.5,3.5,3.24
46.1,557.0,19.4,3.1,2.08
62.9,746.0,40.4,4.3,6.05
49.2,597.0,43.9,3.0,2.69
63.0,755.0,43.9,4.9,6.29
38.4,480.0,26.1,2.2,1.16
39.5,496.0,25.0,2.2,1.31
54.9,666.0,35.7,4.0,4.06
43.4,531.0,26.4,2.6,1.68
38.0,469.0,18.7,2.1,1.06
45.6,562.0,27.1,2.8,2.15
33.8,422.0,22.2,2.1,0.65
46.9,590.0,38.0,2.9,2.56
51.9,613.0,43.1,3.5,2.9
40.6,498.0,30.2,2.4,1.32
44.1,534.0,18.4,2.5,1.75
51.9,615.0,38.1,4.5,2.94
50.0,614.0,40.6,3.2,2.96
39.9,492.0,22.6,2.3,1.29
44.6,547.0,23.9,2.6,1.94
43.5,530.0,18.9,2.9,1.72
65.0,767.0,40.6,4.3,6.75
43.8,531.0,19.2,2.7,1.7
50.5,614.0,31.7,3.1,2.94
38.3,476.0,28.5,2.2,1.13
47.5,592.0,39.1,3.0,2.58
43.9,541.0,15.5,2.5,1.87
38.3,473.0,20.2,2.1,1.11
62.8,729.0,26.2,4.2,5.59
65.9,772.0,36.3,5.9,6.68
58.5,674.0,24.1,4.0,4.14
65.6,770.0,36.1,4.4,6.68
35.2,429.0,18.3,2.4,0.73
59.3,699.0,35.6,4.0,4.75
38.0,473.0,18.7,2.2,1.11
42.2,522.0,30.3,2.5,1.63
65.9,776.0,35.8,4.6,6.73
65.9,778.0,42.7,7.2,6.79
52.6,653.0,33.7,3.8,3.76
58.5,692.0,41.5,3.9,4.66
31.5,382.0,31.2,2.7,0.39
55.5,668.0,25.2,3.8,4.05
44.0,532.0,29.4,2.5,1.71
58.1,686.0,34.7,4.2,4.46
40.4,499.0,26.3,2.5,1.34
40.3,497.0,22.5,2.3,1.31
51.7,641.0,32.0,4.3,3.58
66.7,770.0,42.9,4.6,6.59
66.0,777.0,32.0,4.7,6.73
52.3,627.0,24.1,3.1,3.2
40.2,513.0,35.8,2.8,1.51
66.0,772.0,44.6,4.9,6.79
44.2,543.0,25.9,2.7,1.85
37.0,459.0,16.7,2.1,0.98
38.5,480.0,16.9,2.3,1.13
37.1,460.0,22.4,2.1,0.92
42.1,504.0,17.2,2.5,1.36
38.0,473.0,23.0,2.2,1.08
37.7,466.0,22.3,2.1,0.98
33.6,417.0,21.9,2.2,0.62
60.2,719.0,37.3,3.8,5.3
36.3,467.0,18.9,2.1,1.04
51.0,590.0,43.1,3.4,2.52
38.7,479.0,19.7,2.2,1.1
42.4,523.0,26.7,2.7,1.62
49.7,605.0,19.5,2.8,2.8
42.4,524.0,18.7,2.5,1.63
40.2,492.0,18.4,2.2,1.22
51.8,629.0,44.0,3.1,3.23
53.9,646.0,38.1,3.9,3.58
65.9,779.0,42.4,4.9,6.82
55.4,673.0,32.8,3.6,4.16
32.5,403.0,19.8,2.1,0.53
46.8,571.0,30.8,3.5,2.23
35.8,448.0,25.8,2.2,0.85
65.8,780.0,35.2,4.6,6.77
39.8,494.0,26.3,2.3,1.29
36.6,458.0,25.1,2.1,0.97
44.2,543.0,22.3,2.5,1.88
41.5,521.0,30.2,2.7,1.54
48.2,589.0,36.4,3.0,2.58
41.5,510.0,25.9,2.5,1.46
49.1,597.0,32.0,2.9,2.69
46.0,562.0,30.9,2.6,2.15
46.7,582.0,36.8,2.8,2.47
35.5,434.0,32.8,2.9,0.72
57.0,677.0,26.9,3.8,4.25
56.3,686.0,37.3,4.0,4.44
37.7,464.0,22.4,2.1,1.01
46.0,552.0,23.6,2.8,1.96
52.3,641.0,27.2,2.9,3.54
37.5,465.0,22.3,2.2,1.04
58.6,706.0,34.2,3.6,4.96
42.0,510.0,20.0,2.4,1.47
56.0,668.0,27.6,3.5,4.02
49.0,607.0,37.9,2.7,2.87
38.5,484.0,16.9,2.2,1.16
58.3,716.0,33.4,3.7,5.28
65.4,771.0,37.5,5.1,6.73
36.7,455.0,24.7,2.1,0.91
65.0,769.0,34.8,5.4,6.76
49.9,617.0,25.2,2.9,2.99
46.5,567.0,31.7,3.0,2.15
49.7,586.0,40.1,3.9,2.45
63.5,731.0,29.3,4.3,5.65
43.7,503.0,30.2,3.5,1.33
66.5,777.0,32.0,4.8,6.81
58.1,693.0,38.5,3.8,4.58
41.5,512.0,16.7,2.3,1.49
64.3,754.0,38.1,4.9,6.27
65.2,774.0,44.4,5.0,6.81
53.5,653.0,25.5,3.2,3.76
39.1,488.0,26.7,2.2,1.22
62.5,732.0,35.6,4.2,5.61
45.8,559.0,27.0,2.7,2.05
39.4,489.0,18.7,2.2,1.22
48.1,578.0,18.4,3.0,2.39
36.7,447.0,37.2,2.3,0.86
40.6,502.0,16.8,2.2,1.38
42.9,521.0,27.9,2.4,1.55
43.7,521.0,18.8,2.7,1.62
35.8,459.0,26.9,2.1,0.95
40.0,491.0,26.6,2.3,1.26
48.3,580.0,22.3,2.8,2.4
57.6,688.0,40.9,4.0,4.5
47.9,567.0,32.0,3.3,2.21
36.8,459.0,18.6,2.2,0.99
44.8,549.0,25.9,3.1,1.92
36.6,451.0,21.5,2.1,0.88
49.1,611.0,27.2,2.8,2.91
50.0,615.0,23.2,2.7,3.0
62.2,746.0,33.6,4.4,6.13
65.7,777.0,42.8,6.4,6.78
40.0,500.0,26.7,2.4,1.33
42.1,511.0,16.5,2.4,1.49
61.1,730.0,34.2,3.4,5.57
46.0,556.0,29.9,2.7,2.06
47.3,586.0,40.4,3.0,2.49
57.0,687.0,42.9,3.6,4.48
66.0,780.0,37.0,5.0,6.86
59.1,681.0,38.1,3.8,4.31
45.2,558.0,32.7,2.4,2.07
53.9,639.0,30.4,4.0,3.38
43.1,523.0,20.6,2.5,1.63
45.7,578.0,33.7,3.0,2.42
65.9,775.0,38.8,5.5,6.76
45.2,556.0,26.3,2.9,2.03
40.8,506.0,22.4,2.5,1.39
44.0,542.0,24.0,2.6,1.86
44.2,537.0,25.9,2.8,1.8
37.5,467.0,28.6,2.2,1.02
38.2,471.0,22.4,2.3,1.05
38.0,470.0,22.3,2.1,1.04
65.9,770.0,39.1,4.7,6.67
63.3,760.0,42.2,4.1,6.4
35.1,443.0,35.5,2.1,0.8
39.9,486.0,20.5,2.2,1.22
66.6,777.0,39.5,5.6,6.84
36.8,458.0,22.4,2.1,0.91
43.1,527.0,29.4,2.5,1.7
54.1,646.0,26.7,4.0,3.54
52.1,640.0,43.2,2.9,3.41
34.6,434.0,16.0,2.1,0.76
59.3,690.0,37.7,4.2,4.49
38.3,473.0,18.8,2.1,1.07
46.7,569.0,16.9,2.6,2.24
46.9,566.0,30.4,3.0,2.14
53.4,654.0,26.0,3.3,3.78
44.8,551.0,29.3,2.7,1.98
49.3,598.0,21.4,3.0,2.67
44.0,531.0,32.7,3.7,1.69
47.9,589.0,34.3,3.0,2.52
41.8,521.0,21.1,2.6,1.6
40.4,497.0,16.7,2.5,1.29
54.6,666.0,32.9,3.3,4.0
46.4,567.0,19.9,3.0,2.17
35.7,435.0,17.2,2.1,0.76
40.3,497.0,19.0,2.2,1.31
35.5,445.0,30.3,2.5,0.82
43.4,533.0,26.0,2.6,1.72
49.8,592.0,28.6,3.1,2.58
38.1,472.0,16.3,2.1,1.09
52.4,632.0,21.8,3.4,3.29
